觀測時間(hour),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),全天空日射量(MJ/㎡),測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),日期
11,2.6,47,0,2.7,1006.7,32.7,70,0.9,58,2024/8/24
12,4.3,91,0,3.2,1006.4,34.5,67,0.7,130,2024/8/24
13,3.2,95,0,3.6,1006.1,34.5,64,0.7,91,2024/8/24
14,4,68,0,3.4,1005.9,34.3,68,1.1,85,2024/8/24
15,4.7,87,0,2.3,1005.7,32.8,70,0.5,63,2024/8/24
16,3,13,0,0.4,1005.5,29.9,80,0.2,0,2024/8/24
17,2.4,228,0,0.2,1005.5,29.2,84,0.6,204,2024/8/24
18,2.2,230,0,0.2,1005.4,28.1,87,0.2,0,2024/8/24
19,1.6,239,0,0,1005.8,27,93,0,0,2024/8/24
20,0.8,222,0,0,1005.7,26.4,96,0,0,2024/8/24
21,1.8,201,0,0,1006.2,26.1,95,0.1,0,2024/8/24
22,1.1,208,0,0,1006.1,26,97,0,0,2024/8/24
23,1.3,196,0,0,1006,25.6,98,0.2,0,2024/8/24
24,1.3,196,0,0,1005.2,25.5,98,0,0,2024/8/24
1,1.4,204,0,0,1005.2,25.4,97,0.4,224,2024/8/25
2,1.6,227,0,0,1004.5,25.4,98,0.2,0,2024/8/25
3,2,220,0,0,1004.5,24.9,98,0,0,2024/8/25
4,1.2,229,0,0,1004.6,24.5,99,0.1,0,2024/8/25
5,0.6,230,0,0,1004.6,24.2,100,0,0,2024/8/25
6,0.5,231,0,0,1005.2,24.3,100,0,0,2024/8/25
7,1.7,216,0,0.3,1005.7,26.1,96,0.2,0,2024/8/25
8,2.6,215,0,1.1,1005.8,29.4,79,0.6,242,2024/8/25
9,2.5,196,0,2,1005.7,31.5,73,0.6,222,2024/8/25
10,2.6,193,0,2.6,1005.8,32.6,67,0.3,360,2024/8/25
11,3.2,55,0,3,1005.6,33.3,67,1,53,2024/8/25
12,5,90,0,3.5,1005.3,33.8,68,1.4,60,2024/8/25
13,4.3,6,0,3.4,1004.7,32.9,71,1.1,53,2024/8/25
14,3.6,38,0,3.2,1004.2,33.2,74,0.9,63,2024/8/25
15,4.1,119,0,1.9,1004,30.5,79,0.9,48,2024/8/25
16,2.8,89,0,0.3,1004.1,29.4,80,0.2,0,2024/8/25
17,4.2,244,16.5,0,1004.7,24.9,98,0,0,2024/8/25
18,2.6,272,5.5,0,1004.3,24.8,100,0,0,2024/8/25
19,1.7,215,0,0,1003.5,25,100,0.1,0,2024/8/25
20,1,218,0,0,1004.2,25,100,0,0,2024/8/25
21,1.5,227,0,0,1005.2,24.8,100,0,0,2024/8/25
22,1.2,226,0,0,1005.3,24.5,100,0,0,2024/8/25
23,1.2,208,0,0,1005,24.3,100,0.1,0,2024/8/25
24,1.2,208,0,0,1004.3,24,100,0,0,2024/8/25
1,1.6,214,0,0,1003.3,24.1,100,0.3,225,2024/8/26
2,1.9,215,0,0,1003,23.9,100,0,0,2024/8/26
3,0,0,0,0,1002.7,23.5,100,0,0,2024/8/26
4,1.1,244,0,0,1002.1,23.4,100,0,0,2024/8/26
5,1.2,204,0,0,1002.4,23.5,100,0.2,0,2024/8/26
6,0.7,205,0,0,1002.8,23.5,100,0.1,0,2024/8/26
7,1.2,218,0,0.2,1003.3,24.5,100,0.1,0,2024/8/26
8,1.6,219,0,1.2,1003.5,28.5,85,0.3,216,2024/8/26
9,2.3,203,0,2.1,1003.9,30.9,72,0.6,264,2024/8/26
10,1.8,183,0,2.4,1004.1,31.9,68,0.2,0,2024/8/26
11,2.1,23,0,3.2,1003.6,33.1,61,0.7,51,2024/8/26
12,3.3,55,0,3.5,1003.3,33.5,61,1.2,56,2024/8/26
13,3.2,55,0,3.5,1002.5,33.7,59,1.1,61,2024/8/26
14,3.9,114,0,3.2,1002.2,34.1,56,0.9,49,2024/8/26
15,3.2,76,0,2.7,1001.8,33.8,57,0.8,65,2024/8/26
16,3.7,70,0,2,1001.6,33.3,63,1,60,2024/8/26
17,2.7,74,0,1,1001.8,30.9,70,0.7,51,2024/8/26
18,3.2,40,0,0.2,1002.3,28.8,81,0.2,0,2024/8/26
19,1.3,50,0,0,1002.8,27.7,90,0,0,2024/8/26
20,0,0,0,0,1003.3,27.3,93,0,0,2024/8/26
21,0,0,0,0,1003.3,27,94,0,0,2024/8/26
22,0.1,0,0,0,1003.2,26.5,96,0,0,2024/8/26
23,0,0,0,0,1002.9,26.1,97,0,0,2024/8/26
24,0.6,224,0,0,1002.5,25.8,97,0,0,2024/8/26
1,1.9,240,0,0,1001.4,25.9,96,0,0,2024/8/27
2,1.6,200,0,0,1000.9,25.3,97,0,0,2024/8/27
3,1,216,0,0,1000.6,24.9,98,0,0,2024/8/27
4,0,0,0,0,1000.6,24.6,99,0,0,2024/8/27
5,0.9,209,0,0,1001,24.4,100,0,0,2024/8/27
6,0.9,218,0,0,1001.6,24.5,100,0,0,2024/8/27
7,2,203,0,0.4,1002.1,27.2,93,0.4,206,2024/8/27
8,2.6,215,0,1.2,1002.3,30.6,74,0.2,0,2024/8/27
9,1.8,207,0,2.1,1002.7,32.2,64,0.5,244,2024/8/27
10,2,267,0,2.7,1002.1,33.4,64,0.4,263,2024/8/27
11,2.2,258,0,3.2,1001.4,34.2,62,0.7,127,2024/8/27
12,3.2,102,0,3.5,1001.1,34.8,67,0.7,119,2024/8/27
13,3,91,0,3.5,1000.7,34.9,60,0.7,57,2024/8/27
14,3.7,50,0,3,1000.4,33.6,63,0.8,127,2024/8/27
15,2.1,60,0,2.5,999.7,34.7,63,0.6,3,2024/8/27
16,2.4,91,0,1.9,998.8,35.4,59,0.1,0,2024/8/27
17,2.4,287,0,0.8,999,31.9,75,0.1,0,2024/8/27
18,1.6,120,0,0.2,999.1,30.1,84,0,0,2024/8/27
19,0,0,0,0,999.4,28,93,0,0,2024/8/27
20,0,0,0,0,999.9,27.2,95,0,0,2024/8/27
21,0.1,0,0,0,1000.5,27.1,97,0,0,2024/8/27
22,0.6,196,0,0,1000.3,26.7,96,0,0,2024/8/27
23,1,207,0,0,999.8,26.1,97,0,0,2024/8/27
24,0,0,0,0,999.7,25.8,98,0,0,2024/8/27
1,1,218,0,0,999.2,25.4,98,0.1,0,2024/8/28
2,0.5,246,0,0,998.6,25.2,99,0,0,2024/8/28
3,0,0,0,0,998.6,24.9,99,0,0,2024/8/28
4,1,163,0,0,998.5,24.6,99,0,0,2024/8/28
5,0.6,222,0,0,998.9,24.4,100,0,0,2024/8/28
6,1.3,209,0,0,999.5,24.5,100,0,0,2024/8/28
7,1.7,253,0,0.4,1000.1,26.8,94,0.6,226,2024/8/28
8,2.1,256,0,1.2,1000.3,30.3,77,0.7,215,2024/8/28
9,2.7,205,0,1.9,1000.6,32.2,70,0.4,214,2024/8/28
10,1.6,259,0,2.7,1000.2,33.6,67,0.6,233,2024/8/28
11,1.9,238,0,3.2,1000,34.9,63,0.5,65,2024/8/28
12,4.5,64,0,3.4,999.5,34.5,61,1.2,61,2024/8/28
13,5.3,90,0,3.4,999.1,32.8,70,1.3,61,2024/8/28
14,4.2,32,0,3,998.8,33.2,69,0.9,85,2024/8/28
15,3.8,101,0,2.6,998.7,33.7,66,1.1,83,2024/8/28
16,3.7,48,0,1.9,998.8,33.5,65,0.8,65,2024/8/28
17,3.2,89,0,0.7,999.2,30.8,81,0.4,62,2024/8/28
18,2.4,65,0,0.1,999.5,29.1,87,0,0,2024/8/28
19,0,0,0,0,1000.4,28.1,94,0,0,2024/8/28
20,0,0,0,0,1000.9,27.6,95,0,0,2024/8/28
21,0,0,0,0,1001.6,27.3,96,0,0,2024/8/28
22,0,0,0,0,1001.4,27.1,97,0,0,2024/8/28
23,0,0,0,0,1001.4,26.5,98,0,0,2024/8/28
24,0.4,198,0,0,1001.3,26.1,98,0,0,2024/8/28
1,0.4,181,0,0,1001.2,25.6,98,0,0,2024/8/29
2,0,0,0,0,1000.9,25.2,99,0,0,2024/8/29
3,0.8,199,0,0,1000.6,25,99,0,0,2024/8/29
4,0,0,0,0,1000.5,24.8,98,0,0,2024/8/29
5,1.1,218,0,0,1000.8,24.8,98,0.1,0,2024/8/29
6,0.8,230,0,0,1001.2,24.9,99,0.1,0,2024/8/29
7,2.3,177,0,0.4,1002,27.5,88,1,220,2024/8/29
8,2.7,212,0,1.2,1002.5,30.6,74,0.9,221,2024/8/29
9,2.1,185,0,2,1002.9,33.1,67,0.4,242,2024/8/29
10,2,210,0,2.7,1003.1,34.6,59,0.3,229,2024/8/29
11,3.3,83,0,3.2,1003.1,34.7,61,1,57,2024/8/29
12,2.9,39,0,3.4,1002.9,35.3,60,0.8,79,2024/8/29
13,3.4,62,0,3.4,1002.6,35,63,0.6,144,2024/8/29
14,3.8,91,0,3.2,1002.4,35.2,62,0.5,106,2024/8/29
15,3.2,98,0,2.6,1001.9,35.5,59,0.5,142,2024/8/29
16,2.2,24,0,1.9,1001.9,35.5,56,0.2,0,2024/8/29
17,1.9,36,0,0.7,1002.3,31,73,0,0,2024/8/29
18,0.9,17,0,0,1002.8,28.5,87,0,0,2024/8/29
19,0,0,0,0,1002.7,27.4,92,0,0,2024/8/29
20,0.6,78,0,0,1003.4,26.9,95,0,0,2024/8/29
21,0,0,0,0,1004.2,26.4,96,0,0,2024/8/29
22,1.1,200,0,0,1004.4,26.3,97,0,0,2024/8/29
23,1,199,0,0,1004.2,26,96,0,0,2024/8/29
24,0.8,202,0,0,1004.4,25.6,98,0,0,2024/8/29
1,1,228,0,0,1004,25.4,98,0,0,2024/8/30
2,0.6,228,0,0,1003.6,24.9,99,0,0,2024/8/30
3,0.8,226,0,0,1003.4,24.9,99,0,0,2024/8/30
4,0.6,224,0,0,1003.5,24.5,99,0,0,2024/8/30
5,1.4,229,0,0,1003.7,24.5,100,0,0,2024/8/30
6,0.7,229,0,0,1004.1,24.6,100,0,0,2024/8/30
7,2.1,227,0,0.4,1004.6,27.1,91,0.5,222,2024/8/30
8,2.5,212,0,1.2,1005,30.6,78,0.7,224,2024/8/30
9,2.2,279,0,2,1005,32.8,65,0.3,145,2024/8/30
10,2,98,0,2.7,1005.5,34,59,0.5,318,2024/8/30
11,2.4,79,0,3.2,1005.6,34.6,57,0.6,44,2024/8/30
12,3.3,108,0,3.2,1005.1,34.7,59,1,82,2024/8/30
13,3.2,111,0,3.4,1004.8,34.7,57,0.9,78,2024/8/30
14,4,87,0,3.1,1004.3,35,56,0.8,64,2024/8/30
15,3,64,0,2.6,1004.4,34.6,57,0.9,43,2024/8/30
16,2.8,22,0,1.1,1004.5,32,70,0.3,89,2024/8/30
17,1.9,77,0,0.7,1004.7,31.8,71,0,0,2024/8/30
18,1.2,171,0,0.1,1004.7,29.2,84,0,0,2024/8/30
19,0,0,0,0,1005.2,27.5,91,0,0,2024/8/30
20,0,0,0,0,1005.9,26.8,93,0,0,2024/8/30
21,0,0,0,0,1006.5,26.5,96,0,0,2024/8/30
22,0,0,0,0,1006.3,26.4,96,0,0,2024/8/30
23,0,0,0,0,1005.9,25.8,97,0,0,2024/8/30
24,0,0,0,0,1005.4,25.6,98,0,0,2024/8/30
1,0.9,198,0,0,1004.8,25.4,97,0,0,2024/8/31
2,1.2,206,0,0,1004.2,25.4,98,0,0,2024/8/31
3,0,0,0,0,1004.2,25.4,97,0,0,2024/8/31
4,0,0,0,0,1004.3,24.9,98,0,0,2024/8/31
5,0,0,0,0,1004.7,24.8,99,0,0,2024/8/31
6,0,0,0,0,1005.6,24.6,100,0,0,2024/8/31
7,1.5,221,0,0.4,1005.9,27.7,89,0.2,0,2024/8/31
8,2.2,214,0,1.2,1006.5,31,74,0.4,248,2024/8/31
9,1.9,197,0,2,1006.6,32.7,66,0.4,204,2024/8/31
10,1.7,144,0,2.7,1006.2,33.5,62,0.5,159,2024/8/31
11,2.9,94,0,3.2,1005.7,34.2,63,0.8,84,2024/8/31
12,3.3,106,0,3.5,1005.4,34.7,59,1.2,53,2024/8/31
13,3.5,119,0,3.5,1004.8,34.8,56,1.1,32,2024/8/31
14,3.1,67,0,3.1,1004.7,34.7,55,1,45,2024/8/31
15,2.4,45,0,2.2,1004.5,33.9,60,0.5,76,2024/8/31
16,2.8,40,0,1.4,1004.5,34.2,59,0.7,36,2024/8/31
17,1.9,57,0,0.8,1005,32,69,0.1,0,2024/8/31
18,1.2,212,0,0.1,1005.7,29.1,83,0,0,2024/8/31
19,0.6,111,0,0,1005.1,27.7,90,0,0,2024/8/31
20,0,0,0,0,1005.5,26.8,94,0,0,2024/8/31
21,0,0,0,0,1004.9,26.3,96,0,0,2024/8/31
22,0.9,259,0,0,1005.5,26.2,96,0,0,2024/8/31
23,1.2,273,0,0,1005.7,26.1,96,0.1,0,2024/8/31
24,1.2,273,0,0,1005.5,25.8,96,0,0,2024/8/31
1,1.4,273,0,0,1004.6,25.6,96,0,0,2024/9/1
2,1,211,0,0,1004.1,25,97,0,0,2024/9/1
3,0,0,0,0,1003.9,24.7,98,0,0,2024/9/1
4,1.4,220,0,0,1003.7,24.6,99,0,0,2024/9/1
5,1.3,221,0,0,1003.9,24.3,99,0,0,2024/9/1
6,0,0,0,0,1004.5,24.4,100,0,0,2024/9/1
7,2.7,244,0,0.4,1005.5,26.6,92,0.6,215,2024/9/1
8,2.9,219,0,1.2,1005.9,29.9,76,0.8,237,2024/9/1
9,2.3,210,0,2,1006.3,32.4,67,0.5,175,2024/9/1
10,1.9,197,0,2.7,1005.7,33.8,60,0.4,154,2024/9/1
11,3.4,97,0,3.2,1005.5,34.4,59,0.9,99,2024/9/1
12,3.1,117,0,3.4,1005.1,35.4,54,0.6,74,2024/9/1
13,3.5,113,0,3.5,1004.9,35.2,54,0.9,61,2024/9/1
14,3.6,101,0,3.2,1004.8,34.8,58,0.8,89,2024/9/1
15,4.3,112,0,2.6,1004.2,35,55,0.6,112,2024/9/1
16,2.3,91,0,1.9,1003.7,35.3,53,0.2,0,2024/9/1
17,1.7,92,0,1,1003.4,34,58,0.4,60,2024/9/1
18,2.2,38,0,0.1,1003.5,28.7,82,0,0,2024/9/1
19,0,0,0,0,1003.7,27.1,91,0,0,2024/9/1
20,0,0,0,0,1004.2,26.7,94,0,0,2024/9/1
21,0,0,0,0,1005,26.5,96,0,0,2024/9/1
22,0,0,0,0,1005,26.8,95,0,0,2024/9/1
23,0.8,136,0,0,1005.1,26.2,95,0,0,2024/9/1
24,1.5,198,0,0,1004.6,25.9,95,0.1,0,2024/9/1
1,0.8,239,0,0,1004.2,25.5,96,0,0,2024/9/2
2,0.5,206,0,0,1004,25.3,98,0,0,2024/9/2
3,0.9,206,0,0,1003.8,25,99,0,0,2024/9/2
4,0,0,0,0,1004,24.8,99,0,0,2024/9/2
5,0.6,235,0,0,1004.4,24.8,100,0,0,2024/9/2
6,0.5,189,0,0,1004.9,24.8,99,0,0,2024/9/2
7,0.8,174,0,0.4,1005.1,27,93,0,0,2024/9/2
8,2.2,224,0,1.2,1005.7,30.3,77,0.3,238,2024/9/2
9,2.1,228,0,2,1005.9,32.7,65,0.4,199,2024/9/2
10,2.1,212,0,2.7,1005.8,33.4,61,0.8,292,2024/9/2
11,2.8,141,0,2.9,1005.7,34.2,59,0.8,72,2024/9/2
12,4.7,95,0,3.5,1005.4,34.8,58,0.5,148,2024/9/2
13,3.8,173,0,3.5,1004.7,35.1,58,0.4,136,2024/9/2
14,3.7,75,0,3.2,1004.3,34.8,62,0.7,131,2024/9/2
15,3.7,99,0,2.3,1004,33.1,63,0.8,66,2024/9/2
16,3.2,126,0,1,1004.1,31.4,71,0.8,35,2024/9/2
17,2.2,29,0,0.7,1004.2,31.3,73,0.7,49,2024/9/2
18,1.6,29,0,0.2,1004,29.1,85,0,0,2024/9/2
19,0,0,0,0,1004.1,27.6,92,0,0,2024/9/2
20,0,0,0,0,1004.6,27.3,95,0,0,2024/9/2
21,0.3,53,0,0,1005.7,27.7,93,0,0,2024/9/2
22,1,288,0,0,1006.2,27.8,91,0,0,2024/9/2
23,0.7,133,0,0,1006,27.4,92,0,0,2024/9/2
24,1.1,215,0,0,1005.2,26.5,94,0,0,2024/9/2
1,0.3,193,0,0,1004.7,26.4,96,0,0,2024/9/3
2,0,0,0,0,1004.2,25.5,97,0,0,2024/9/3
3,1.1,317,0,0,1003.9,25.3,98,0,0,2024/9/3
4,0.9,290,0,0,1003.9,25.1,98,0,0,2024/9/3
5,0,0,0,0,1003.7,24.8,99,0,0,2024/9/3
6,0,0,0,0,1004,24.5,100,0,0,2024/9/3
7,1.4,230,0,0.2,1004.8,25.9,95,0,0,2024/9/3
8,1.7,188,0,1.2,1005,30.5,71,0.5,192,2024/9/3
9,1.8,220,0,2.1,1005,32.3,63,0.5,249,2024/9/3
10,4.4,110,0,2.6,1005.3,33.1,61,0.7,81,2024/9/3
11,3.1,41,0,3.2,1004.5,33.6,60,0.9,62,2024/9/3
12,4.1,104,0,3.5,1003.9,33.3,60,1.4,81,2024/9/3
13,4.4,88,0,3.4,1003.4,33.7,62,1.1,68,2024/9/3
14,4.7,64,0,3,1003.2,33.1,66,1.5,83,2024/9/3
15,5.5,113,0,2.4,1002.5,32.8,68,1.3,70,2024/9/3
16,3.9,74,0,1.2,1002.5,31,74,0.7,58,2024/9/3
17,2.8,92,0,0.6,1002.5,30.5,74,0.5,60,2024/9/3
18,2.3,83,0,0.2,1002.4,29.4,79,0.2,0,2024/9/3
19,2.2,81,0,0,1002.9,28.6,86,0.2,0,2024/9/3
20,2.2,39,0,0,1003.2,28.2,88,0.3,88,2024/9/3
21,2,201,0,0,1003.8,27.7,92,0.5,219,2024/9/3
22,2.2,214,0,0,1003.4,27,88,0.2,0,2024/9/3
23,1.3,202,0,0,1003.4,26.7,91,0.2,0,2024/9/3
24,2.2,239,0,0,1002.5,26,94,0.4,232,2024/9/3
1,2.3,224,0,0,1001.9,25.9,96,0.4,211,2024/9/4
2,1.6,219,0,0,1001.5,25.6,97,0.1,0,2024/9/4
3,1.6,230,0,0,1001.1,25.3,98,0.3,225,2024/9/4
4,1.3,242,0,0,1000.9,25,98,0,0,2024/9/4
5,2.3,204,0,0,1001.4,25.3,98,0.2,0,2024/9/4
6,1.6,210,0,0,1001.4,25,98,0,0,2024/9/4
7,2.5,225,0,0.2,1001.6,26,94,0.6,217,2024/9/4
8,2.8,200,0,0.9,1001.7,29,82,0.9,212,2024/9/4
9,2.4,207,0,1.5,1001.5,31.3,74,0.1,0,2024/9/4
10,1.9,112,0,2.7,1001.8,33.9,58,0.6,58,2024/9/4
11,3.3,102,0,2.7,1001.8,34.3,60,0.5,115,2024/9/4
12,2.5,91,0,2.8,1001.1,34.5,64,0.5,100,2024/9/4
13,4.1,90,0,3.3,1000.7,33.9,60,0.9,103,2024/9/4
14,3.6,71,0,1.7,1000.2,31.3,79,0.6,103,2024/9/4
15,2.8,355,0,1.8,999.8,31.7,76,0.6,360,2024/9/4
16,2.9,353,0,1.7,999.4,33.6,67,0.6,12,2024/9/4
17,2.1,31,0,1,999.5,33.3,65,0.6,58,2024/9/4
18,2,45,0,0.1,1000.1,29,82,0.2,0,2024/9/4
19,1.1,33,0,0,1000.4,27.7,91,0,0,2024/9/4
20,0,0,0,0,1000.6,26.6,94,0,0,2024/9/4
21,0,0,0,0,1001.3,26.8,96,0,0,2024/9/4
22,0.1,0,0,0,1001.2,26.9,95,0,0,2024/9/4
23,0,0,0,0,1001.3,26.8,94,0,0,2024/9/4
24,0.7,130,0,0,1000.9,26.8,95,0,0,2024/9/4
1,1.8,217,0,0,1000.3,26.7,95,0.2,0,2024/9/5
2,2.9,230,0,0,999.8,26.4,97,0.8,214,2024/9/5
3,2.7,215,0,0,1000.3,26,98,0.1,0,2024/9/5
4,3,208,0,0,999.8,25.7,99,0,0,2024/9/5
5,2.8,212,0,0,1000.1,25.6,100,0,0,2024/9/5
6,0.9,192,0,0,1000.4,25.8,100,0,0,2024/9/5
7,2.4,208,0,0.2,1000.5,26.8,96,0,0,2024/9/5
8,2.2,216,0,0.8,1000.8,28.8,87,0.3,219,2024/9/5
9,1.9,210,0,1.1,1001,29.8,81,0.5,239,2024/9/5
10,2.4,193,0,1.7,1000.8,31.9,76,0.1,0,2024/9/5
11,1.6,241,0,2.9,1000.7,34.1,64,0.3,246,2024/9/5
12,3.1,127,0,3.3,1000.4,34.6,65,0.7,126,2024/9/5
13,4.4,112,0,3.4,1000.6,34.8,64,0.6,150,2024/9/5
14,4.8,90,0,2.7,1000.2,31.4,76,0.6,142,2024/9/5
15,4.2,232,0,1.5,1000.4,31.9,73,0.8,294,2024/9/5
16,2.4,216,0,0.7,1000.7,31.3,74,0,0,2024/9/5
17,1.3,136,0,0.4,1001.3,30.1,82,0,0,2024/9/5
18,0.4,337,0,0.1,1001.4,29,88,0,0,2024/9/5
19,0.7,304,0,0,1001.3,27.8,93,0,0,2024/9/5
20,0.9,113,0,0,1002.6,27.6,95,0,0,2024/9/5
21,0.1,0,0,0,1003.2,27.4,95,0,0,2024/9/5
22,3.6,215,0,0,1003,27.3,94,0.9,222,2024/9/5
23,3.5,216,0,0,1002.7,26.7,93,0.5,249,2024/9/5
24,1.9,260,0,0,1002.7,26.2,95,0.4,225,2024/9/5
1,2.7,239,0,0,1002.2,26,94,0.6,232,2024/9/6
2,2,203,0,0,1002.2,25.6,96,0.6,217,2024/9/6
3,1.9,261,0,0,1001.9,25.4,97,0.2,0,2024/9/6
4,3,212,0,0,1001.7,25.2,97,0.4,226,2024/9/6
5,1.8,207,0,0,1001.9,25,98,0.3,232,2024/9/6
6,2.6,202,0,0,1002.5,25,98,0.5,222,2024/9/6
7,2.1,219,0,0.3,1003.4,27.4,90,0.3,220,2024/9/6
8,2.6,211,0,1.2,1004.1,30.7,79,0.4,220,2024/9/6
9,2.5,211,0,2.1,1004.6,32.5,73,0.3,158,2024/9/6
10,1.9,77,0,2.8,1004.4,33.8,68,0.5,178,2024/9/6
11,2.6,103,0,3.3,1004.5,35.1,65,0.6,115,2024/9/6
12,3.6,86,0,3.6,1004.3,34.9,61,1.1,115,2024/9/6
13,4.5,79,0,3.6,1004.1,34.5,66,1.3,85,2024/9/6
14,3.3,84,0,2.5,1004.1,33.8,65,0.5,107,2024/9/6
15,2.8,119,0,2.4,1003.8,34.2,63,0.3,142,2024/9/6
16,2.3,151,0,0.7,1003.9,32.4,73,0,0,2024/9/6
17,1,22,0,0.3,1004,30.1,82,0,0,2024/9/6
18,1.9,75,0,0.1,1004.7,29.3,85,0,0,2024/9/6
19,1.5,215,0,0,1005.3,28.3,90,0.1,0,2024/9/6
20,1.3,219,0,0,1005.7,27.8,91,0,0,2024/9/6
21,1.2,210,0,0,1005.9,27.3,94,0,0,2024/9/6
22,1.3,250,0,0,1006.5,27,93,0.1,0,2024/9/6
23,1.1,344,0,0,1006.2,26.3,96,0,0,2024/9/6
24,1.8,210,0,0,1006,26.5,94,0.1,0,2024/9/6
1,2.2,196,0,0,1005.8,25.9,97,0,0,2024/9/7
2,1.4,213,0,0,1005.7,25.7,96,0.3,217,2024/9/7
3,1.4,207,0,0,1005.5,25.3,97,0.1,0,2024/9/7
4,1.1,217,0,0,1005.5,25.1,97,0.2,0,2024/9/7
5,1,228,0,0,1005.9,24.9,98,0,0,2024/9/7
6,0.7,194,0,0,1006,24.8,98,0,0,2024/9/7
7,2.4,210,0,0.4,1006.6,27.4,88,0.6,216,2024/9/7
8,2.4,263,0,1.3,1007.3,30.9,71,0.7,227,2024/9/7
9,2.4,109,0,2.1,1007.4,32.7,64,0.6,112,2024/9/7
10,2,73,0,2.8,1007.5,33.7,64,0.5,207,2024/9/7
11,3.3,115,0,3.1,1007.4,33.8,63,0.9,55,2024/9/7
12,3.1,85,0,2.5,1007,33.4,68,0.9,56,2024/9/7
13,3.8,5,0,2.7,1006.3,33.8,68,0.7,47,2024/9/7
14,3.8,99,0,2.1,1005.8,33.1,67,0.9,72,2024/9/7
15,3.3,56,0,1.7,1005.6,31.7,76,0.6,59,2024/9/7
16,3,77,0,0.4,1005.7,29.8,83,0.5,64,2024/9/7
17,3.2,112,0,0.1,1006.5,29.1,85,0.7,60,2024/9/7
18,1.7,97,0,0,1006.9,28.5,88,0,0,2024/9/7
19,0.7,326,0,0,1007.2,27.6,93,0,0,2024/9/7
20,1.9,34,0,0,1007.4,27.3,89,0.5,61,2024/9/7
21,1.3,1,0,0,1008.2,26.8,94,0,0,2024/9/7
22,1.8,231,0,0,1008.5,26.7,91,0.6,220,2024/9/7
23,2.2,216,0,0,1008.6,26.3,92,0.2,0,2024/9/7
24,2,214,0,0,1008.8,26.2,93,0,0,2024/9/7
1,0.9,231,0,0,1007.1,25.4,96,0.1,0,2024/9/8
2,1.8,291,0,0,1006.7,25.3,95,0.3,271,2024/9/8
3,2.3,216,0,0,1006.7,25,96,0.1,0,2024/9/8
4,0.8,190,0,0,1006.6,24.5,98,0,0,2024/9/8
5,1.1,202,0,0,1006.5,24.4,99,0.1,0,2024/9/8
6,0.9,202,0,0,1006.5,24.6,99,0,0,2024/9/8
7,1.8,228,0,0.3,1007.1,26.4,92,0.2,0,2024/9/8
8,3.2,205,0,1,1007.8,30,78,0.6,234,2024/9/8
9,2.8,207,0,1.6,1007.6,31.6,71,0,0,2024/9/8
10,2,299,0,1.7,1007.3,30.5,77,0.4,112,2024/9/8
11,4.4,50,0,3,1007.1,31.5,75,1.6,64,2024/9/8
12,4.8,72,0,3.4,1006.4,32.3,70,1.1,50,2024/9/8
13,4.6,1,0,3,1005.7,33,68,1,52,2024/9/8
14,4.1,103,0,2.2,1005.3,30.6,78,1,67,2024/9/8
15,3,115,0,0.1,1005.1,28.3,87,0.4,333,2024/9/8
16,2.1,269,7.5,0,1005.6,25.2,98,0.2,0,2024/9/8
17,1.6,193,0,0,1004.9,25.3,99,0,0,2024/9/8
18,0.9,231,0,0,1005.1,25.2,99,0,0,2024/9/8
19,0.8,258,0,0,1005,25,100,0,0,2024/9/8
20,0,0,0,0,1005.7,25.1,100,0,0,2024/9/8
21,1.3,253,0,0,1006.8,24.8,100,0,0,2024/9/8
22,1,214,0,0,1006,24.6,100,0,0,2024/9/8
23,0.8,212,0,0,1006.2,24.4,100,0,0,2024/9/8
24,1.4,220,0,0,1005.8,24.7,100,0,0,2024/9/8
1,0.7,219,0,0,1005,24.6,100,0,0,2024/9/9
2,0.7,217,0,0,1003.8,24.3,100,0,0,2024/9/9
3,0.9,201,0,0,1003.7,24,100,0,0,2024/9/9
4,1.2,224,0,0,1004,23.9,100,0,0,2024/9/9
5,1.6,249,0,0,1004.2,23.7,100,0,0,2024/9/9
6,0.8,219,0,0,1004,23.7,100,0,0,2024/9/9
7,2.2,199,0,0.4,1004.2,25.6,98,0.3,209,2024/9/9
8,1.8,230,0,1.2,1004.7,29.2,82,0,0,2024/9/9
9,2.8,209,0,2.1,1004.8,31.1,69,0,0,2024/9/9
10,2.8,16,0,2.7,1004.8,32.5,69,0.9,63,2024/9/9
11,4.1,126,0,3.3,1004.2,32.5,68,1.4,55,2024/9/9
12,4.6,127,0,3.5,1003.8,32.9,66,1.4,86,2024/9/9
13,4.4,112,0,3.4,1003.4,33,66,1.4,73,2024/9/9
14,4.8,88,0,3.2,1003,33.1,66,1.3,70,2024/9/9
15,4.5,115,0,2.6,1002.6,33.3,62,1.1,65,2024/9/9
16,5.1,83,0,1.5,1002.4,31.4,68,1,69,2024/9/9
17,3.4,69,0,0.9,1002.4,32.1,64,0.6,34,2024/9/9
18,3,63,0,0,1003.2,27.5,86,0,0,2024/9/9
19,0.1,0,0,0,1002.8,26.2,92,0,0,2024/9/9
20,0,0,0,0,1003.6,25.7,95,0,0,2024/9/9
21,0.2,0,0,0,1003.9,25.4,96,0,0,2024/9/9
